TZ,3921.173667907715,646.6055755615234,4002.545524597168,723.8803863525391
FZ,3436.6404724121094,665.2150840759277,3517.783233642578,742.6581726074219
LW,3871.223663330078,875.9429931640625,3955.2494049072266,950.0950469970703
GB,3634.4546508789062,588.8581962585449,3715.514862060547,665.6480255126953
LD,3829.321319580078,499.89353942871094,3909.0589904785156,577.8961563110352
F,3884.3932342529297,724.0164909362793,3966.1717681884766,800.0196228027344
GE,3631.6585235595703,514.4639053344727,3712.4248809814453,591.1550674438477
FW,4063.9131965637207,641.6450347900391,4142.670166015625,719.0133209228516
FU,4005.140048980713,945.1826858520508,4087.182342529297,1019.1382141113281
FZ,3522.4502563476562,661.2238998413086,3598.821487426758,740.0289077758789
FX,4155.5224609375,789.7539825439453,4233.427886962891,866.9545135498047
GB,2997.22953414917,527.9533538818359,3072.613525390625,607.6674652099609
FU,4254.559421539307,927.9087791442871,4332.654159545898,1004.7033538818359
GE,3227.9154319763184,524.7630996704102,3306.9693450927734,600.5071334838867
FM,80.47885131835938,67.3853530883789,158.72389221191406,143.89505004882812
FZ,4003.840003967285,721.0550994873047,4082.223075866699,797.4196472167969
GP,3672.0894470214844,364.2053985595703,3749.672653198242,441.3337860107422
FS,3877.7293701171875,801.254753112793,3957.123565673828,876.5359191894531
FU,4096.416484832764,941.1551246643066,4176.817077636719,1015.4041137695312
FZ,3842.6883697509766,654.0059051513672,3920.7884063720703,730.3181533813477
FO,3911.571464538574,426.8114318847656,3992.174530029297,500.6590881347656
GD,2836.803195953369,464.3612365722656,2915.265106201172,540.0576171875
FW,4117.3834800720215,866.6109771728516,4197.836700439453,940.3977813720703
F,3416.1818923950195,743.0178489685059,3492.3303833007812,820.9219665527344
GB,3909.203628540039,499.93579483032227,3986.474319458008,576.4414672851562
LR,1361.5837364196777,725.8110656738281,1443.4034271240234,797.7370147705078
FU,2825.408100128174,385.2781066894531,2901.0682983398438,462.89024353027344
FX,3035.5232696533203,827.3916893005371,3113.005813598633,903.1126403808594
GP,3796.6252365112305,582.6335678100586,3873.3930740356445,658.8484878540039
GD,3070.245403289795,459.1665229797363,3147.5008392333984,534.830322265625
FX,3971.6857376098633,800.0,4049.7154235839844,874.8350677490234
GD,2328.9888916015625,480.5161895751953,2404.4613647460938,557.809814453125
GD,3409.1992149353027,446.66472244262695,3487.0588989257812,521.4392852783203
FT,4153.411407470703,1012.7791748046875,4232.836196899414,1086.034423828125
FA,3225.683696746826,964.5159149169922,3303.4725494384766,1039.3082733154297
XZ,3647.7793464660645,736.553539276123,3726.8246307373047,810.1475219726562
WO,2575.5271606445312,398.56053924560547,2651.4197311401367,475.20263671875
LX,977.317440032959,594.5401153564453,1057.4365234375,667.0935211181641
GA,3253.38773727417,597.2341957092285,3330.860061645508,672.2574920654297
RW,3342.7637977600098,891.1479949951172,3420.0720825195312,966.1055297851562
WM,3050.324535369873,384.6013946533203,3126.067596435547,461.0970153808594
GB,2101.612781524658,421.60718154907227,2179.67578125,495.7247314453125
FT,3526.104892730713,1030.4358520507812,3603.615753173828,1105.003890991211
GD,2923.4027557373047,536.0488967895508,2999.3841247558594,612.0509338378906
LS,4082.6703491210938,718.5346832275391,4159.506683349609,793.6705017089844
FU,4072.4308166503906,1017.0896759033203,4151.404205322266,1090.1218719482422
FS,4092.349681854248,1091.5763893127441,4170.974945068359,1164.853988647461
WL,3602.3404693603516,960.0,3679.9896392822266,1034.1163024902344
OB,3555.5241622924805,589.1012306213379,3631.0942611694336,665.2189025878906
GD,3443.609592437744,371.2586898803711,3521.8794860839844,444.7462844848633
FU,3830.910057067871,1021.2300567626953,3907.989990234375,1095.7333679199219
OB,3986.164535522461,569.7477149963379,4063.553512573242,643.6350860595703
PF,3835.4310150146484,949.1359558105469,3913.1361236572266,1022.4176788330078
GZ,2666.1812858581543,472.37298583984375,2741.854995727539,547.5004730224609
FX,4197.382801055908,862.2359580993652,4274.574081420898,935.8858642578125
F,3304.1628227233887,522.5951919555664,3378.722915649414,598.8150253295898
FR,4037.374954223633,869.8810272216797,4115.424743652344,942.6548309326172
GD,2490.715305328369,477.4967498779297,2567.378952026367,551.5648345947266
GX,2264.7891883850098,560.0,2341.6595001220703,633.8502655029297
WA,3115.568130493164,751.3757438659668,3193.095474243164,824.5785980224609
FS,4171.593235015869,1087.3432998657227,4248.87629699707,1160.7764511108398
WP,2774.221881866455,539.8954734802246,2849.0603790283203,615.721435546875
FU,4230.127822875977,1007.9613723754883,4305.27131652832,1083.4608993530273
GD,3126.5056648254395,386.4396057128906,3202.643585205078,460.92494201660156
GD,3486.5830574035645,447.64380645751953,3561.364273071289,523.4642105102539
OB,3402.853286743164,596.4020462036133,3478.855682373047,670.9549942016602
FZ,3596.1891174316406,664.4216117858887,3670.784194946289,740.2693634033203
FX,4176.718448638916,937.3177375793457,4255.3052978515625,1009.2682037353516
GA,2712.108657836914,690.6429176330566,2786.3025817871094,766.8211364746094
PX,3651.601463317871,809.5822677612305,3727.451332092285,884.0169296264648
FX,3113.2312622070312,822.9688720703125,3187.71923828125,898.7225494384766
GB,2407.241180419922,552.8353729248047,2480.6978759765625,629.6115875244141
FX,3566.4355239868164,810.7259063720703,3647.7743911743164,880.0
GB,3892.351303100586,576.6672439575195,3969.7173919677734,649.4951324462891
FU,3787.8524055480957,1098.379165649414,3864.7852630615234,1171.5398559570312
GD,2915.284450531006,464.1339416503906,2990.4522399902344,539.0044860839844
GR,2749.1369018554688,833.3539161682129,2825.3819274902344,907.157958984375
FS,3865.7042198181152,1094.3615798950195,3939.383285522461,1170.7027587890625
FP,2533.347942352295,841.1218376159668,2607.218063354492,917.2458953857422
FS,4015.122116088867,1096.305320739746,4091.1882705688477,1170.1982421875
LG,1586.5058059692383,1200.3659324645996,1668.6519775390625,1268.6407623291016
TA,4057.5529403686523,795.773567199707,4134.311950683594,868.8058776855469
OK,1031.068359375,382.0204963684082,1106.576171875,456.2335510253906
FZ,3186.573959350586,675.0617980957031,3262.185989379883,749.1638488769531
FP,2344.482536315918,406.32421493530273,2419.4438552856445,480.99769592285156
FS,4251.234127044678,1080.7662734985352,4327.097106933594,1154.4629745483398
FW,3958.6480865478516,874.2940216064453,4035.5310821533203,946.9858245849609
FU,3926.317928314209,947.4602966308594,4003.380584716797,1019.8891296386719
PO,2849.0002784729004,540.9775047302246,2924.6598205566406,614.7455596923828
FP,3752.6224975585938,366.0993537902832,3828.1392364501953,439.9278869628906
FR,3814.7308959960938,1174.0305480957031,3889.5486450195312,1248.4490661621094
OB,2490.415107727051,403.1966552734375,2565.291488647461,477.4134521484375
F,3798.5088233947754,805.0149383544922,3873.340347290039,879.2720489501953
FZ,3763.472366333008,659.1932029724121,3839.3055114746094,732.4457550048828
GD,3828.1681365966797,429.6747512817383,3905.216567993164,501.75951385498047
L,3420.206943511963,890.8209800720215,3494.966018676758,965.1113128662109
GA,2511.4925994873047,620.7378234863281,2585.3067016601562,695.8793640136719
FB,2520.9329719543457,772.3847007751465,2594.8881072998047,847.3685302734375
FS,4271.632625579834,1155.6444816589355,4347.265823364258,1228.8482208251953
GX,2334.7033653259277,700.8218727111816,2408.673309326172,775.6673431396484
GM,3031.637741088867,678.3745231628418,3107.298049926758,751.5153503417969
GD,3520.0,372.7222557067871,3591.731979370117,449.6143341064453
FX,3726.9993934631348,809.0609130859375,3801.748001098633,882.8018798828125
LO,802.600025177002,602.9579048156738,879.3870697021484,674.7369232177734
ON,3379.158550262451,521.7802581787109,3455.093063354492,594.3617401123047
MN,1116.8725280761719,383.53858184814453,1191.9744567871094,456.86029052734375
FW,3125.514636993408,897.261116027832,3200.5899963378906,970.5209503173828
FR,3673.392936706543,1179.5312728881836,3748.4388427734375,1252.7285766601562
PF,3801.642192840576,730.9877471923828,3876.5939025878906,804.2679290771484
OA,2880.0,612.4879493713379,2952.60066986084,688.1258392333984
B,2083.99942779541,781.7179183959961,2157.843521118164,856.0640869140625
FT,3155.755126953125,1041.5055389404297,3231.5293579101562,1113.9311218261719
FW,3382.322784423828,966.9300842285156,3459.843635559082,1037.670181274414
MG,83.36504364013672,409.0499801635742,160.21735382080078,480.3570785522461
FS,4355.98796081543,1151.639305114746,4432.584884643555,1223.1736373901367
FS,3965.4370346069336,1170.021110534668,4040.3960037231445,1243.0788955688477
FS,2764.1881065368652,1118.0678253173828,2837.586669921875,1192.622787475586
TZ,3501.0972442626953,738.9825706481934,3575.526107788086,812.4588623046875
GB,3720.2920417785645,587.8891143798828,3797.139389038086,659.0129165649414
FS,3336.827735900879,1108.994155883789,3412.257293701172,1181.4459686279297
FS,3711.2515716552734,1100.0002746582031,3784.882034301758,1174.2106323242188
GD,3367.83833694458,374.17062759399414,3442.0157928466797,447.7442932128906
OG,2488.6355590820312,695.1972999572754,2558.9217681884766,772.8267364501953
FW,3726.1066284179688,735.8324012756348,3801.1800537109375,808.4974212646484
WM,3939.719451904297,1097.4676246643066,4015.625457763672,1169.3292083740234
FS,3414.9690589904785,1108.9682159423828,3490.244583129883,1181.3848571777344
FR,3519.2586517333984,1179.1899375915527,3592.536911010742,1253.56982421875
GM,3027.2657623291016,607.4591827392578,3102.2586059570312,680.1211547851562
O,2065.3432693481445,709.7595062255859,2137.937469482422,784.7882232666016
FO,2419.387149810791,405.5052032470703,2492.4418334960938,480.0438537597656
GD,3590.355110168457,372.14980697631836,3664.1105346679688,445.97772216796875
GA,2942.8616333007812,684.9604377746582,3017.0559844970703,758.2325897216797
FW,2905.94783782959,904.3421516418457,2979.456787109375,978.2763671875
GB,2702.516429901123,543.8480644226074,2775.7940979003906,618.0090637207031
GA,3551.170398712158,519.8908386230469,3626.487808227539,591.9250335693359
FU,3912.691452026367,1020.753360748291,3988.9944915771484,1091.8150634765625
SA,2672.274368286133,401.21287536621094,2744.7647857666016,476.01173400878906
LG,2740.5479316711426,400.0,2817.4907989501953,470.38114166259766
ML,3531.0303382873535,960.0310668945312,3605.3826293945312,1032.8556365966797
RL,875.0525283813477,599.0589141845703,948.9028625488281,672.2977752685547
FZ,1132.7974891662598,662.5556983947754,1207.5112915039062,734.9445648193359
X,2697.1095275878906,904.3857345581055,2769.438674926758,979.1462936401367
LF,1331.2884101867676,864.1816787719727,1406.3912506103516,936.1680908203125
GA,3103.055919647217,604.6057243347168,3175.458206176758,679.2592163085938
FZ,2478.01375579834,551.0849456787109,2552.1303100585938,623.9836883544922
FU,3149.6923065185547,968.850830078125,3222.743698120117,1042.8074188232422
FZ,3723.1159629821777,882.5316314697266,3798.7238159179688,953.9853820800781
FS,4194.044948577881,1160.3608474731445,4269.469268798828,1231.9719924926758
FO,3113.794479370117,678.4250297546387,3187.024185180664,752.1738739013672
FB,3570.7693405151367,888.4552841186523,3646.592613220215,959.651611328125
FW,3298.603530883789,1038.1136932373047,3374.962989807129,1108.7754669189453
FX,3414.007926940918,817.8963470458984,3488.194580078125,890.5924072265625
GA,2736.5790672302246,617.4404296875,2809.3631744384766,691.4206848144531
OF,3147.378433227539,458.4381408691406,3219.796531677246,532.7555084228516
FT,3078.4632835388184,1042.8055267333984,3153.057586669922,1114.9083099365234
MI,631.9401397705078,51.94437026977539,704.0596466064453,126.50285339355469
GA,2663.132369995117,620.2908325195312,2736.7421646118164,693.3356628417969
MD,1200.4523468017578,454.6590576171875,1276.9188079833984,524.9205627441406
FU,3457.0389823913574,960.7007446289062,3529.177047729492,1035.1748046875
RW,3646.489273071289,885.43994140625,3721.695999145508,956.844970703125
GA,2556.248405456543,694.8161849975586,2629.6653442382812,767.9609146118164
F,3496.8541946411133,888.2123565673828,3570.1787109375,961.2512512207031
MI,267.82799530029297,336.88677978515625,341.6456985473633,409.43641662597656
GA,2586.02725982666,620.9771957397461,2658.3120346069336,695.0040893554688
GD,3562.872886657715,447.37854766845703,3637.1719131469727,519.3488082885742
MX,441.0642852783203,126.7229995727539,514.6917572021484,199.32488250732422
FW,3269.4620666503906,892.6224746704102,3343.906982421875,964.3628234863281
FT,2807.5554962158203,614.1735000610352,2879.0281524658203,688.8894958496094
PU,3753.3032760620117,951.9891357421875,3828.533447265625,1022.9451141357422
GU,1276.436050415039,1200.8630752563477,1353.3473052978516,1270.2604370117188
FX,1203.1882247924805,592.227466583252,1275.6986083984375,665.7831878662109
GS,2033.1342391967773,497.8511199951172,2105.0590896606445,571.996826171875
GB,2631.6680908203125,548.6520690917969,2704.7564392089844,621.6121063232422
FZ,3669.1019439697266,663.1589393615723,3742.8538360595703,735.4472808837891
LD,2991.901264190674,461.77288818359375,3066.8517150878906,532.8749847412109
GW,2615.3096885681152,912.3401412963867,2689.5132598876953,984.148796081543
OA,2862.4423332214355,689.6753730773926,2935.2698669433594,762.8323822021484
